review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len
Cheated by Flipkart on price,4.0,5,0,1,,Positive,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}",-0.5106,2,5
FLIPKART - TRULY GREAT,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.125, 'pos': 0.875, 'compound': 0.7906}",0.7906,2,4
Good Furniture,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
EXCELLENT IN TERMS OF COMPATIBILITY & PERFORMANCE.,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,7
Cool Cooler for Extreme Summer heat,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,2,6
बटन ठीक से काम नहीं कर रहे हैं।,2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Does the JOB,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Work Table for Office,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Don't waste your money.,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.3252}",0.3252,0,4
Super Product... delivered in less than 24 hours,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,2,8
Nice Convention Microwave Oven @8000,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,2,5
Picture settings not getting applied to HDMI / AV input,4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,10
Delightful product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,2,2
Good Seller and Genuine Ink,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5
Worst Delivery Flipkart,1.0,3,0,1,,Negative,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,3
Economic and Easy to Operate- Recommended .,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.5719}",0.5719,2,7
Great brand - More than 6 years,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,7
"Met Expectations, Clean Dishes, Low Noise, Economical",5.0,7,0,1,,Positive,"{'neg': 0.214, 'neu': 0.51, 'pos': 0.276, 'compound': 0.1531}",0.1531,2,7
Veryy poor.....,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Purchased the product on 24th got delivered on 30th septembe,3.0,10,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,10
Fantastic Product and Excellent delivery from Flipkart.,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.8074}",0.8074,2,7
Perfect for a small home,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,5
Worst and Useless without Installation,1.0,5,0,1,,Negative,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.7845}",-0.7845,0,5
Excellent Juicer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
"मस्त आहे, colors are very vibrant, go for it!",4.0,9,0,0,,Positive,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.6105}",0.6105,2,9
Awsome product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Terrific purchase,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4767}",0.4767,2,2
Very functional,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Acceptable,3.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,2,1
This is the real thermos,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
"Good in performance, but need improvement in design.",4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.714}",0.714,2,8
IT PERFORMS GREAT,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,2,3
Very Good product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,2,3
Best in the budget.,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
V-guard,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Hated it! This Tv has issues with connecting  to Wifi .,1.0,11,0,1,,Negative,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6696}",-0.6696,0,11
:),5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,2,1
Cools well but the User Manual can be improved,4.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908,2,9
Must buy! its Awesome excellent features.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8439}",0.8439,2,6
Expected a better product.,2.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0,4
Loving it,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2
6 months usage review.,3.0,4,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,4
Value for money & good product,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.6486}",0.6486,2,6
Great build quality & features. But unreliable,3.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.3716}",0.3716,2,7
हेल्थ के लिए बहुत फायदेमंद है यह।,5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Absolute rubbish! Waste of Money. Very Very BAD,1.0,8,0,1,,Negative,"{'neg': 0.568, 'neu': 0.432, 'pos': 0.0, 'compound': -0.8358}",-0.8358,0,8
Thin wire,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
कीमत थोड़ी ज्यादा है पर काम अच्छा है।,4.0,8,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8
Smart inverter!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.251, 'pos': 0.749, 'compound': 0.4574}",0.4574,2,2
Delightful and nice to have this product.,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.765,2,7
Better than expected,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3
Great Experience,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
"Quality khupach ghan aahe, don't buy 🤮",1.0,7,0,0,🤮,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
Terrific product for the price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}",0.4767,2,5
"Except for Sound and Battery, all is good.",4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,2,8
Worth buying,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
Excellent Product at Reasonable Price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,2,5
Came with broken cover.,2.0,4,0,1,,Negative,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,4
Excellent Product in the given price range,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,2,7
Worried of recieving defective product but thanks to flipkart for replacing it with a brand new model of Bajaj FX11 FP,5.0,21,0,1,,Positive,"{'neg': 0.145, 'neu': 0.697, 'pos': 0.158, 'compound': 0.3182}",0.3182,2,21
"The product is decent, but the delivery was delayed by a week. 🚚⌛",3.0,13,0,0,🚚⌛,Negative,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.3291}",-0.3291,0,13
Excellent Product!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.6467}",0.6467,2,2
Appropriate size and good quality.,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5
"नक्कीच शिफारस करेन, उत्तम दर्जा.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Great,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,2,1
Its not a cooler its Ac cooler,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Worst product,1.0,2,0,1,,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,2
Awesome product within this price range.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,2,6
Poor Product Quality,2.0,3,0,1,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3
"दुसरीकडे स्वस्त मिळतंय, इथे महाग आहे.",2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Good Quality Product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3
Very much satisfied with the product.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.4728}",0.4728,2,6
"अगले ही दिन डिलीवरी मिल गई, शानदार!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
One Star,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Cooker brand,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Low quality,1.0,2,0,1,,Negative,"{'neg': 0.677, 'neu': 0.323, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0,2
"Not working,Misguiding Rating.",1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Nice entry level DSLR,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,2,4
"Best,M happy with it",5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4
Good Experience,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Worth every dime..,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,2,3
WORST FOOTBALL,1.0,2,0,1,,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,2
Product = 10/10,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"मुझे यह बहुत पसंद आया, थैंक्स फ्लिपकार्ट!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
"खूप ओरिजनल वाटतंय, क्वालिटी भारी आहे.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Amazing product at cheap price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,2,5
Damaged product,1.0,2,0,1,,Negative,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0,2
Product is proportionate to the cost,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Very bad product,1.0,3,0,1,,Negative,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,3
The best product for Flipkart,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
Economical Feature phone with good functionality,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6
Just Go for it,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Utterly disspointed with Taste,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Average ball,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
Good Product at Great Price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.7906,2,5
Very good,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,2,2
Affordable as well as very very portable vacuum cleaner,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4703}",0.4703,2,9
"क्वालिटी बहुत अच्छी है, मैं खुश हूँ।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
The Best In the Class,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
Ideal for Beginners,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}",0.5267,2,3
NO PROBLEM WITH THIS PRODUCT,5.0,5,0,1,,Positive,"{'neg': 0.62, 'neu': 0.38, 'pos': 0.0, 'compound': -0.5994}",-0.5994,2,5
Good Quality and Value-for-money,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Don't Buy,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Wow product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,2,2
Good product in budget,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
GOOD,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,2,1
Classy product for gifting,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Great product. must buy it...,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5
Flipkart.. The Best.,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Just go fot it if you want decent gaming keyboard in budget,4.0,12,0,1,,Positive,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",0.0772,2,12
Microtek,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
"मस्त आहे, दर्जा खूप चांगला आहे.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Amazing Good for Its price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.7717}",0.7717,2,5
Nice.,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,2,1
"अच्छी डील है, मैं संतुष्ट हूँ।",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
"""Wise deal for the price""",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}",0.4767,2,5
Happy with product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3
awesome but quite hard,4.0,4,0,1,,Positive,"{'neg': 0.31, 'neu': 0.304, 'pos': 0.387, 'compound': 0.1307}",0.1307,2,4
"nice product, but color was different than shown 😕",4.0,9,0,0,😕,Positive,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",0.2263,2,9
"काम नीट करत नाही, वेळ वाया गेला.",1.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
Boat Soundbar,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
Choose Another washing machine  better if you choose samsung,2.0,9,0,1,,Negative,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,0,9
Good Power Bank,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3
Overpriced,1.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1
D-Link DIR-615 Wireless N 300 Router,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Best aqua guard at affordable price,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6
Great looks mixer but worst designed jars,1.0,7,0,1,,Negative,"{'neg': 0.428, 'neu': 0.379, 'pos': 0.193, 'compound': -0.6249}",-0.6249,0,7
Excellent quality at a low price,5.0,6,0,1,,Positive,"{'neg': 0.239, 'neu': 0.341, 'pos': 0.42, 'compound': 0.3818}",0.3818,2,6
Not starting after 1 month after purchage.,2.0,7,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
"आवाज खूप स्पष्ट आहे, बेस्ट स्पीकर.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Fantastic Air cooler in affordable price,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}",0.5574,2,6
Very sleep and sharp,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Excellent Iron Box for cheap Price.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,6
Best buy at this point in time (October 2021),5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,2,9
Best smartphone under 10k.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
Unsatisfactory took 11 days to deliver,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Best product thanks flipkart,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.22, 'pos': 0.78, 'compound': 0.7964}",0.7964,2,4
i m in love with it,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,6
Very useful,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,2,2
Canon Best always,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Fabulous!Awesome smart home device with display. Love it.,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.8016}",0.8016,2,8
"रंग आणि डिझाइन भारी आहे, एकदम मस्त!",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Little Wonder,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Amazing product! 😍 love it.,5.0,5,0,0,😍,Positive,"{'neg': 0.0, 'neu': 0.194, 'pos': 0.806, 'compound': 0.8516}",0.8516,2,5
Awesome DSLR Camera!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.6588,2,3
2 Thumbs up !!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
इस बजट में इससे अच्छा कुछ नहीं मिलेगा।,5.0,8,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8
Goodwill,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
किंमत जास्त आहे पण प्रॉडक्ट चांगलं आहे.,4.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Amazing!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6239}",0.6239,2,1
Super products,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2
okay product,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
Nice product but installation part was week.,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,2,7
Performance of Bajaj FX 7,1.0,5,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Canon black ink cartridge,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Just okayTV is good but delivery guy behavior was not good.,3.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.7003,2,11
Satisfied with the camera,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,2,4
Best of Microwave oven at this price range,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8
"VERY BAD PRODUCT , DONT BUY THIS",1.0,7,0,1,,Negative,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,7
Loooong Lasting,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Average Product,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
A good water purifier in budget with good aftersale service,4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,2,10
Good quality product,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,2,3
Not working,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
IFB DISHWASHER AMAZING PRODUCT,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}",0.5859,2,4
Product accha nahi hai 😡,2.0,5,0,0,😡,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
A Good Buy,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,3
not good gx1,2.0,3,0,1,,Negative,"{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,3
Fair Enough,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,2,2
Does not work at all! 💀🚫,1.0,6,0,0,💀🚫,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Utterly Disappointed !!!,1.0,3,0,1,,Negative,"{'neg': 0.681, 'neu': 0.319, 'pos': 0.0, 'compound': -0.645}",-0.645,0,3
CHEATING,1.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0,1
A good product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,3
Awesome juicer from philips,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
Good quality dinner set,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
